Category,City,Country,Customer ID,Customer Name,Discount,Number of Records,Order Date,Order ID,Person,Postal Code,Product ID,Product Name,Profit,Quantity,Region (People),Region,Row ID,Sales,Segment,Ship Date,Ship Mode,State1,Sub-Category
Office Supplies,Chicago,United States,RB-19465,Rick Bensley,0.2,1,8/29/2018,CA-2018-158568,Kelly Williams,60610,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,$23,7,Central,Central,100,64.624,Home Office,9/2/2018,Standard Class,Illinois,Paper
Technology,Chicago,United States,RB-19465,Rick Bensley,0.2,1,8/29/2018,CA-2018-158568,Kelly Williams,60610,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,-$11,3,Central,Central,101,95.976,Home Office,9/2/2018,Standard Class,Illinois,Accessories
Office Supplies,Chicago,United States,RB-19465,Rick Bensley,0.8,1,8/29/2018,CA-2018-158568,Kelly Williams,60610,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,-$3,3,Central,Central,102,1.788,Home Office,9/2/2018,Standard Class,Illinois,Binders
Office Supplies,Rochester,United States,GZ-14470,Gary Zandusky,0,1,12/1/2018,CA-2018-129903,Kelly Williams,55901,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),$12,4,Central,Central,103,23.92,Consumer,12/4/2018,Second Class,Minnesota,Paper
Technology,Aurora,United States,LC-16870,Lena Cacioppo,0.2,1,11/13/2017,US-2017-156867,Anna Andreadi,80013,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,-$27,6,West,West,104,238.896,Consumer,11/17/2017,Standard Class,Colorado,Accessories
Furniture,Aurora,United States,LC-16870,Lena Cacioppo,0.2,1,11/13/2017,US-2017-156867,Anna Andreadi,80013,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",-$4,3,West,West,105,102.36,Consumer,11/17/2017,Standard Class,Colorado,Furnishings
Office Supplies,Aurora,United States,LC-16870,Lena Cacioppo,0.7,1,11/13/2017,US-2017-156867,Anna Andreadi,80013,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",-$26,3,West,West,106,36.882,Consumer,11/17/2017,Standard Class,Colorado,Binders
Technology,Charlotte,United States,JM-15250,Janet Martin,0.2,1,11/23/2019,CA-2019-119004,Cassandra Brandow,28205,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,$18,8,South,South,107,74.112,Consumer,11/28/2019,Standard Class,North Carolina,Accessories
Technology,Charlotte,United States,JM-15250,Janet Martin,0.2,1,11/23/2019,CA-2019-119004,Cassandra Brandow,28205,TEC-PH-10002844,Speck Products Candyshell Flip Case,$2,1,South,South,108,27.992,Consumer,11/28/2019,Standard Class,North Carolina,Phones
Office Supplies,Charlotte,United States,JM-15250,Janet Martin,0.2,1,11/23/2019,CA-2019-119004,Cassandra Brandow,28205,OFF-AR-10000390,Newell Chalk Holder,$1,1,South,South,109,3.304,Consumer,11/28/2019,Standard Class,North Carolina,Art
Technology,Orland Park,United States,PA-19060,Pete Armstrong,0.2,1,10/15/2017,CA-2017-129476,Kelly Williams,60462,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,$68,5,Central,Central,110,339.96,Home Office,10/20/2017,Standard Class,Illinois,Accessories
Furniture,New York City,United States,CV-12805,Cynthia Voltz,0,1,12/25/2019,CA-2019-146780,Chuck Magee,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,$11,2,East,East,111,41.96,Corporate,12/30/2019,Standard Class,New York,Furnishings
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,0,1,11/3/2018,CA-2018-128867,Kelly Williams,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",$23,2,Central,Central,112,75.96,Consumer,11/10/2018,Standard Class,Iowa,Art
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,0,1,11/3/2018,CA-2018-128867,Kelly Williams,50322,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",$13,6,Central,Central,113,27.24,Consumer,11/10/2018,Standard Class,Iowa,Binders
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,0.2,1,8/25/2016,CA-2016-115259,Chuck Magee,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",$15,14,East,East,114,40.096,Consumer,8/27/2016,Second Class,Ohio,Fasteners
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,0.2,1,8/25/2016,CA-2016-115259,Chuck Magee,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",$2,2,East,East,115,4.72,Consumer,8/27/2016,Second Class,Ohio,Envelopes
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,0.2,1,8/25/2016,CA-2016-115259,Chuck Magee,43229,OFF-PA-10004965,Xerox 1921,$7,3,East,East,116,23.976,Consumer,8/27/2016,Second Class,Ohio,Paper
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,0.2,1,8/25/2016,CA-2016-115259,Chuck Magee,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",$44,6,East,East,117,130.464,Consumer,8/27/2016,Second Class,Ohio,Envelopes
Furniture,Seattle,United States,DK-13090,Dave Kipp,0,1,3/2/2017,CA-2017-110457,Anna Andreadi,98103,FUR-TA-10001768,Hon Racetrack Conference Tables,$165,3,West,West,118,787.53,Consumer,3/6/2017,Standard Class,Washington,Tables
Office Supplies,Bristol,United States,GG-14650,Greg Guthrie,0.7,1,4/5/2017,US-2017-136476,Cassandra Brandow,37620,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,-$116,1,South,South,119,157.794,Corporate,4/10/2017,Standard Class,Tennessee,Binders
Furniture,Wilmington,United States,SC-20725,Steven Cartwright,0,1,6/12/2018,CA-2018-103730,Chuck Magee,19805,FUR-FU-10002157,Artistic Insta-Plaque,$18,3,East,East,120,47.04,Consumer,6/15/2018,First Class,Delaware,Furnishings
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,0,1,6/12/2018,CA-2018-103730,Chuck Magee,19805,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,$14,4,East,East,121,30.84,Consumer,6/15/2018,First Class,Delaware,Binders
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,0,1,6/12/2018,CA-2018-103730,Chuck Magee,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",$63,6,East,East,122,226.56,Consumer,6/15/2018,First Class,Delaware,Storage
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,0,1,6/12/2018,CA-2018-103730,Chuck Magee,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,$52,9,East,East,123,115.02,Consumer,6/15/2018,First Class,Delaware,Envelopes
Technology,Wilmington,United States,SC-20725,Steven Cartwright,0,1,6/12/2018,CA-2018-103730,Chuck Magee,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,$20,7,East,East,124,68.04,Consumer,6/15/2018,First Class,Delaware,Phones
Furniture,Houston,United States,AD-10180,Alan Dominguez,0.3,1,12/26/2016,US-2016-152030,Kelly Williams,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,-$9,3,Central,Central,125,600.558,Home Office,12/28/2016,Second Class,Texas,Chairs
Furniture,Bloomington,United States,PF-19165,Philip Fox,0.5,1,9/20/2016,US-2016-134614,Kelly Williams,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,-$408,6,Central,Central,126,617.7,Consumer,9/25/2016,Standard Class,Illinois,Tables
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,0.7,1,11/5/2019,US-2019-107272,Anna Andreadi,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",-$2,2,West,West,127,2.388,Consumer,11/12/2019,Standard Class,Arizona,Binders
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,0.2,1,11/5/2019,US-2019-107272,Anna Andreadi,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",$30,7,West,West,128,243.992,Consumer,11/12/2019,Standard Class,Arizona,Storage
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,0.2,1,11/6/2018,US-2018-125969,Anna Andreadi,90004,FUR-CH-10001146,"Global Task Chair, Black",-$9,2,West,West,129,81.424,Home Office,11/10/2018,Second Class,California,Chairs
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,0,1,11/6/2018,US-2018-125969,Anna Andreadi,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,$26,3,West,West,130,238.56,Home Office,11/10/2018,Second Class,California,Furnishings
Technology,Columbus,United States,DW-13585,Dorothy Wardle,0.4,1,2/2/2019,US-2019-164147,Chuck Magee,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,-$12,5,East,East,131,59.97,Corporate,2/5/2019,First Class,Ohio,Phones
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,0.2,1,2/2/2019,US-2019-164147,Chuck Magee,43229,OFF-PA-10002377,Xerox 1916,$29,2,East,East,132,78.304,Corporate,2/5/2019,First Class,Ohio,Paper
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,0.2,1,2/2/2019,US-2019-164147,Chuck Magee,43229,OFF-FA-10002780,Staples,$7,9,East,East,133,21.456,Corporate,2/5/2019,First Class,Ohio,Fasteners
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,0,1,10/13/2018,CA-2018-145583,Anna Andreadi,95661,OFF-PA-10001804,Xerox 195,$10,3,West,West,134,20.04,Consumer,10/19/2018,Standard Class,California,Paper
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,0,1,10/13/2018,CA-2018-145583,Anna Andreadi,95661,OFF-PA-10001736,Xerox 1880,$17,1,West,West,135,35.44,Consumer,10/19/2018,Standard Class,California,Paper
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,0,1,10/13/2018,CA-2018-145583,Anna Andreadi,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",$3,4,West,West,136,11.52,Consumer,10/19/2018,Standard Class,California,Art
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,0,1,10/13/2018,CA-2018-145583,Anna Andreadi,95661,OFF-FA-10002988,Ideal Clamps,$2,2,West,West,137,4.02,Consumer,10/19/2018,Standard Class,California,Fasteners
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,0.2,1,10/13/2018,CA-2018-145583,Anna Andreadi,95661,OFF-BI-10004781,GBC Wire Binding Strips,$27,3,West,West,138,76.176,Consumer,10/19/2018,Standard Class,California,Binders
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,0,1,10/13/2018,CA-2018-145583,Anna Andreadi,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,$18,6,West,West,139,65.88,Consumer,10/19/2018,Standard Class,California,Supplies
Furniture,Roseville,United States,LC-16885,Lena Creighton,0,1,10/13/2018,CA-2018-145583,Anna Andreadi,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,$21,14,West,West,140,43.12,Consumer,10/19/2018,Standard Class,California,Furnishings
Furniture,Philadelphia,United States,JD-15895,Jonathan Doherty,0.2,1,9/5/2018,CA-2018-110366,Chuck Magee,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$10,2,East,East,141,82.8,Corporate,9/7/2018,Second Class,Pennsylvania,Furnishings
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,0,1,9/18/2019,CA-2019-106180,Anna Andreadi,94122,OFF-AR-10000940,Newell 343,$2,3,West,West,142,8.82,Corporate,9/23/2019,Standard Class,California,Art
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,0,1,9/18/2019,CA-2019-106180,Anna Andreadi,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,$5,3,West,West,143,10.86,Corporate,9/23/2019,Standard Class,California,Envelopes
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,0,1,9/18/2019,CA-2019-106180,Anna Andreadi,94122,OFF-PA-10004327,Xerox 1911,$69,3,West,West,144,143.7,Corporate,9/23/2019,Standard Class,California,Paper
Office Supplies,Independence,United States,SG-20080,Sandra Glassco,0,1,12/22/2019,CA-2019-155376,Kelly Williams,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,$218,3,Central,Central,145,839.43,Consumer,12/27/2019,Standard Class,Missouri,Appliances
Office Supplies,Pasadena,United States,HA-14920,Helen Andreada,0,1,9/7/2017,CA-2017-110744,Anna Andreadi,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,$20,7,West,West,146,671.93,Consumer,9/12/2017,Standard Class,California,Storage
Furniture,Newark,United States,MG-17680,Maureen Gastineau,0.2,1,10/22/2016,CA-2016-110072,Chuck Magee,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",$13,4,East,East,147,93.888,Home Office,10/28/2016,Standard Class,Ohio,Furnishings
Technology,Franklin,United States,JE-16165,Justin Ellison,0,1,12/5/2018,CA-2018-114489,Kelly Williams,53132,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,$104,11,Central,Central,148,384.45,Corporate,12/9/2018,Standard Class,Wisconsin,Phones
Technology,Franklin,United States,JE-16165,Justin Ellison,0,1,12/5/2018,CA-2018-114489,Kelly Williams,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,$6,3,Central,Central,149,149.97,Corporate,12/9/2018,Standard Class,Wisconsin,Phones
Furniture,Franklin,United States,JE-16165,Justin Ellison,0,1,12/5/2018,CA-2018-114489,Kelly Williams,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$586,8,Central,Central,150,1951.84,Corporate,12/9/2018,Standard Class,Wisconsin,Chairs
Office Supplies,Franklin,United States,JE-16165,Justin Ellison,0,1,12/5/2018,CA-2018-114489,Kelly Williams,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,$81,5,Central,Central,151,171.55,Corporate,12/9/2018,Standard Class,Wisconsin,Binders
Office Supplies,Scottsdale,United States,TW-21025,Tamara Willingham,0.2,1,3/13/2018,CA-2018-158834,Anna Andreadi,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,$18,5,West,West,152,157.92,Home Office,3/16/2018,First Class,Arizona,Appliances
Technology,Scottsdale,United States,TW-21025,Tamara Willingham,0.2,1,3/13/2018,CA-2018-158834,Anna Andreadi,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,$15,2,West,West,153,203.184,Home Office,3/16/2018,First Class,Arizona,Phones
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,0,1,5/31/2017,CA-2017-124919,Anna Andreadi,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,$26,7,West,West,154,58.38,Corporate,6/2/2017,First Class,California,Paper
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,0,1,5/31/2017,CA-2017-124919,Anna Andreadi,95123,OFF-PA-10002254,Xerox 1883,$49,4,West,West,155,105.52,Corporate,6/2/2017,First Class,California,Paper
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,0,1,5/31/2017,CA-2017-124919,Anna Andreadi,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",$21,6,West,West,156,80.88,Corporate,6/2/2017,First Class,California,Storage
Office Supplies,Seattle,United States,NK-18490,Neil Knudson,0,1,5/28/2017,CA-2017-118948,Anna Andreadi,98105,OFF-AR-10001547,Newell 311,$2,3,West,West,157,6.63,Home Office,6/3/2017,Standard Class,Washington,Art
Furniture,Seattle,United States,DB-13060,Dave Brooks,0.2,1,3/1/2016,CA-2016-104269,Anna Andreadi,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,$51,2,West,West,158,457.568,Consumer,3/6/2016,Second Class,Washington,Chairs
Office Supplies,Edmond,United States,NP-18670,Nora Paige,0,1,11/20/2018,CA-2018-114104,Kelly Williams,73034,OFF-LA-10002475,Avery 519,$7,2,Central,Central,159,14.62,Consumer,11/24/2018,Standard Class,Oklahoma,Labels
Technology,Edmond,United States,NP-18670,Nora Paige,0,1,11/20/2018,CA-2018-114104,Kelly Williams,73034,TEC-PH-10004536,Avaya 5420 Digital phone,$236,7,Central,Central,160,944.93,Consumer,11/24/2018,Standard Class,Oklahoma,Phones
Office Supplies,Los Angeles,United States,TT-21070,Ted Trevino,0,1,5/11/2018,CA-2018-162733,Anna Andreadi,90045,OFF-PA-10002751,Xerox 1920,$3,1,West,West,161,5.98,Consumer,5/12/2018,First Class,California,Paper
Technology,Philadelphia,United States,EM-13960,Eric Murdock,0.2,1,12/28/2017,CA-2017-119697,Chuck Magee,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,$1,2,East,East,162,54.384,Consumer,12/31/2017,Second Class,Pennsylvania,Accessories
Office Supplies,Carlsbad,United States,RD-19900,Ruben Dartt,0,1,11/16/2018,CA-2018-154508,Anna Andreadi,88220,OFF-EN-10001990,Staple envelope,$13,5,West,West,163,28.4,Consumer,11/20/2018,Standard Class,New Mexico,Envelopes
Office Supplies,Seattle,United States,MJ-17740,Max Jones,0.2,1,11/7/2018,CA-2018-113817,Anna Andreadi,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,$10,2,West,West,164,27.68,Consumer,11/11/2018,Standard Class,Washington,Binders
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,0.2,1,9/8/2016,CA-2016-139892,Kelly Williams,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,$3,3,Central,Central,165,9.936,Consumer,9/12/2016,Standard Class,Texas,Art
Technology,San Antonio,United States,BM-11140,Becky Martin,0.4,1,9/8/2016,CA-2016-139892,Kelly Williams,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,"-$1,360",8,Central,Central,166,8159.952,Consumer,9/12/2016,Standard Class,Texas,Machines
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,0.2,1,9/8/2016,CA-2016-139892,Kelly Williams,78207,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,-$59,3,Central,Central,167,275.928,Consumer,9/12/2016,Standard Class,Texas,Storage
Furniture,San Antonio,United States,BM-11140,Becky Martin,0.3,1,9/8/2016,CA-2016-139892,Kelly Williams,78207,FUR-CH-10004287,SAFCO Arco Folding Chair,-$25,9,Central,Central,168,1740.06,Consumer,9/12/2016,Standard Class,Texas,Chairs
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,0.2,1,9/8/2016,CA-2016-139892,Kelly Williams,78207,OFF-AR-10002656,Sanford Liquid Accent Highlighters,$7,6,Central,Central,169,32.064,Consumer,9/12/2016,Standard Class,Texas,Art
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,0.8,1,9/8/2016,CA-2016-139892,Kelly Williams,78207,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,-$454,5,Central,Central,170,177.98,Consumer,9/12/2016,Standard Class,Texas,Appliances
Technology,San Antonio,United States,BM-11140,Becky Martin,0.2,1,9/8/2016,CA-2016-139892,Kelly Williams,78207,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,$9,3,Central,Central,171,143.976,Consumer,9/12/2016,Standard Class,Texas,Phones
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,0,1,8/5/2016,CA-2016-118962,Anna Andreadi,90004,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",$10,3,West,West,172,20.94,Consumer,8/9/2016,Standard Class,California,Paper
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,0,1,8/5/2016,CA-2016-118962,Anna Andreadi,90004,OFF-PA-10001144,Xerox 1913,$53,2,West,West,173,110.96,Consumer,8/9/2016,Standard Class,California,Paper
Furniture,Los Angeles,United States,CS-12130,Chad Sievert,0.2,1,8/5/2016,CA-2016-118962,Anna Andreadi,90004,FUR-CH-10003817,"Global Value Steno Chair, Gray",$21,7,West,West,174,340.144,Consumer,8/9/2016,Standard Class,California,Chairs
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,0.8,1,9/14/2016,US-2016-100853,Kelly Williams,60623,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,-$131,2,Central,Central,175,52.448,Corporate,9/19/2016,Standard Class,Illinois,Appliances
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,0.2,1,9/14/2016,US-2016-100853,Kelly Williams,60623,OFF-LA-10003148,Avery 51,$7,4,Central,Central,176,20.16,Corporate,9/19/2016,Standard Class,Illinois,Labels
Office Supplies,Houston,United States,SJ-20500,Shirley Jackson,0.8,1,4/21/2019,US-2019-152366,Kelly Williams,77036,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",-$243,4,Central,Central,177,97.264,Consumer,4/25/2019,Second Class,Texas,Appliances
Furniture,Newark,United States,JE-15745,Joel Eaton,0.3,1,11/21/2017,US-2017-101511,Chuck Magee,43055,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",-$11,7,East,East,178,396.802,Consumer,11/23/2017,Second Class,Ohio,Chairs
Office Supplies,Newark,United States,JE-15745,Joel Eaton,0.2,1,11/21/2017,US-2017-101511,Chuck Magee,43055,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,-$4,5,East,East,179,15.88,Consumer,11/23/2017,Second Class,Ohio,Supplies
Office Supplies,New York City,United States,JK-15640,Jim Kriz,0,1,12/15/2017,CA-2017-137225,Chuck Magee,10009,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",$1,1,East,East,180,3.28,Home Office,12/19/2017,Standard Class,New York,Art
